timestamp(ms),GPS.Lat,GPS.Alt,GPS.Lng,IMU.AccX,IMU.AccY,RCOU.C1,RCOU.C3,DCM.Yaw,IMU.GyrZ
4959442.825,634013044,217.52,103149673,0.028590712696313858,-0.16958767175674438,1510,1510,341.5556945800781,0.010158310644328594
4959542.825,634013044,217.52,103149673,0.03153463453054428,-0.17336958646774292,1510,1510,341.6294860839844,0.010014484636485577
4959642.825,634013043,217.53,103149672,0.03756757453083992,-0.1710071563720703,1510,1510,341.6702575683594,0.009452477097511292
4959742.825,634013043,217.53,103149672,0.03122379630804062,-0.15675285458564758,1510,1510,341.6933288574219,0.0082927867770195
4959842.825,634013043,217.52,103149672,0.03519054874777794,-0.1465647965669632,1510,1510,341.71954345703125,0.008079432882368565
4959942.825,634013043,217.52,103149672,0.027718326076865196,-0.15374594926834106,1510,1510,341.7656555175781,0.008711166679859161
4960042.825,634013043,217.52,103149672,0.031195010989904404,-0.15017902851104736,1510,1510,341.8265075683594,0.009294722229242325
4960142.825,634013043,217.52,103149672,0.0349779911339283,-0.15555235743522644,1510,1510,341.8811950683594,0.009691937826573849
4960242.825,634013043,217.51,103149671,0.028625622391700745,-0.16065706312656403,1510,1510,341.9303283691406,0.009541179984807968
4960342.825,634013043,217.51,103149671,0.03512575849890709,-0.1669297218322754,1510,1510,342.00103759765625,0.008477957919239998
4960442.825,634013043,217.51,103149671,0.03292575478553772,-0.16301099956035614,1510,1510,342.0796813964844,0.007643743418157101
4960542.825,634013043,217.51,103149671,0.03188087046146393,-0.1655467450618744,1510,1510,342.1446533203125,0.007499941624701023
4960642.825,634013043,217.5,103149672,0.025769630447030067,-0.17093683779239655,1510,1510,342.2023010253906,0.008088051341474056
4960742.825,634013043,217.5,103149672,0.030497686937451363,-0.16390350461006165,1510,1510,342.2682189941406,0.008644169196486473
4960842.825,634013043,217.5,103149671,0.035940978676080704,-0.15233387053012848,1510,1510,342.3382568359375,0.009048755280673504
4960942.825,634013043,217.5,103149671,0.03174285218119621,-0.15571996569633484,1510,1510,342.3931884765625,0.009019927121698856
4961042.825,634013042,217.5,103149671,0.03502562269568443,-0.14812308549880981,1510,1510,342.4459533691406,0.007554739713668823
4961142.825,634013042,217.5,103149671,0.022749757394194603,-0.15167170763015747,1510,1510,342.5245666503906,0.006910398602485657
4961242.825,634013042,217.5,103149671,0.01574917882680893,-0.15848448872566223,1510,1510,342.57855224609375,0.006589384283870459
4961342.825,634013042,217.5,103149671,0.026265500113368034,-0.1665404886007309,1510,1510,342.6064147949219,0.006870896089822054
4961442.825,634013042,217.49,103149671,0.03202614188194275,-0.16983875632286072,1510,1510,342.6471252441406,0.008164115250110626
4961542.825,634013042,217.49,103149671,0.04127805307507515,-0.16434866189956665,1510,1510,342.68804931640625,0.008612672798335552
4961642.825,634013042,217.49,103149670,0.039822131395339966,-0.16056491434574127,1510,1510,342.74176025390625,0.007925144396722317
4961742.825,634013042,217.49,103149670,0.03693684563040733,-0.15599161386489868,1510,1510,342.7855224609375,0.007450403645634651
4961842.825,634013042,217.5,103149670,0.027416426688432693,-0.14892461895942688,1510,1510,342.7901611328125,0.006272600963711739
4961942.825,634013042,217.5,103149670,0.022496696561574936,-0.1532978117465973,1510,1510,342.8033447265625,0.006186450831592083
4962042.825,634013042,217.49,103149670,0.01978374645113945,-0.15554413199424744,1510,1510,342.84112548828125,0.006625970359891653
4962142.825,634013042,217.49,103149670,0.026793155819177628,-0.17035627365112305,1510,1510,342.8848571777344,0.0073439208790659904
4962242.825,634013042,217.49,103149670,0.03582663834095001,-0.1654396653175354,1510,1510,342.95147705078125,0.0075269415974617004
4962342.825,634013042,217.49,103149670,0.045820802450180054,-0.16049082577228546,1510,1510,343.0012512207031,0.006974923890084028
4962442.825,634013042,217.5,103149670,0.03703590855002403,-0.1608559787273407,1510,1510,343.0393981933594,0.0063699716702103615
4962542.825,634013042,217.5,103149670,0.029700132086873055,-0.1561765968799591,1510,1510,343.0827331542969,0.005756051279604435
4962642.825,634013042,217.49,103149669,0.024324294179677963,-0.15220974385738373,1510,1510,343.1403503417969,0.005749721545726061
4962742.825,634013042,217.49,103149669,0.024592408910393715,-0.15186718106269836,1510,1510,343.2024230957031,0.006113378796726465
4962842.825,634013042,217.48,103149669,0.02895532175898552,-0.15618030726909637,1510,1510,343.24395751953125,0.006550301797688007
4962942.825,634013042,217.48,103149669,0.03489936515688896,-0.170490100979805,1510,1510,343.27471923828125,0.00672657135874033
4963042.825,634013041,217.5,103149669,-0.1732683777809143,-0.15291161835193634,1597,1419,343.30694580078125,0.00488172797486186
4963142.825,634013041,217.5,103149669,-0.2670305371284485,-0.15967074036598206,1672,1340,343.3218994140625,0.004237974062561989
4963242.825,634013039,217.48,103149670,-0.8229224681854248,-0.19274534285068512,1616,1399,343.26800537109375,0.0012510757660493255
