timestamp(ms),GPS.Lat,GPS.Alt,GPS.Lng,IMU.AccX,IMU.AccY,RCOU.C1,RCOU.C3,DCM.Yaw,IMU.GyrZ
2168103.825,634016212,220.72,103151261,0.037904560565948486,-0.16307176649570465,1510,1510,78.5678482055664,-0.001413015415892005
2168203.825,634016212,220.73,103151263,0.025968613103032112,-0.16598743200302124,1510,1510,78.5206298828125,-0.001954099163413048
2168303.825,634016212,220.73,103151263,0.025257034227252007,-0.16174602508544922,1510,1510,78.49417877197266,-0.0020143280271440744
2168403.825,634016212,220.72,103151264,0.020448077470064163,-0.16209307312965393,1510,1510,78.4781494140625,-0.0020894554909318686
2168503.825,634016212,220.72,103151264,0.018541298806667328,-0.16640199720859528,1510,1510,78.47172546386719,-0.0019569690339267254
2168603.825,634016212,220.72,103151266,0.017119593918323517,-0.16765302419662476,1510,1510,78.47455596923828,-0.0017559704137966037
2168703.825,634016212,220.72,103151266,0.024913709610700607,-0.17124119400978088,1510,1510,78.45458221435547,-0.001663756207562983
2168803.825,634016213,220.73,103151267,0.02814130112528801,-0.16368862986564636,1510,1510,78.43258666992188,-0.0017949994653463364
2168903.825,634016213,220.73,103151267,0.03230129927396774,-0.16373468935489655,1510,1510,78.41175842285156,-0.0021217637695372105
2169003.825,634016213,220.72,103151269,0.024842966347932816,-0.16382649540901184,1510,1510,78.38604736328125,-0.002023705281317234
2169103.825,634016213,220.72,103151269,0.027885446324944496,-0.16205061972141266,1510,1510,78.36662292480469,-0.001863017794676125
2169203.825,634016213,220.73,103151270,0.03400006890296936,-0.1649835705757141,1510,1510,78.32506561279297,-0.00171390559989959
2169303.825,634016213,220.73,103151270,0.019543305039405823,-0.16692385077476501,1510,1510,78.30477142333984,-0.0016398363513872027
2169403.825,634016213,220.73,103151271,0.030299806967377663,-0.16162803769111633,1510,1510,78.29579162597656,-0.0018010666826739907
2169503.825,634016213,220.73,103151271,0.017629660665988922,-0.1633220613002777,1510,1510,78.2807846069336,-0.0018262781668454409
2169603.825,634016214,220.74,103151273,0.02792893350124359,-0.16541096568107605,1510,1510,78.27513885498047,-0.0022267529275268316
2169703.825,634016214,220.74,103151273,0.02756684459745884,-0.16815322637557983,1510,1510,78.27424621582031,-0.0023144378792494535
2169803.825,634016214,220.73,103151274,0.025112858042120934,-0.16649848222732544,1510,1510,78.27315521240234,-0.0022035890724509954
2169903.825,634016214,220.73,103151274,0.023203184828162193,-0.16101117432117462,1510,1510,78.28746032714844,-0.001796975266188383
2170003.825,634016214,220.74,103151276,0.02585400454699993,-0.16792139410972595,1510,1510,78.2878189086914,-0.0019264242146164179
2170103.825,634016214,220.74,103151276,0.026405565440654755,-0.1625220775604248,1510,1510,78.27842712402344,-0.0017638311255723238
2170203.825,634016215,220.74,103151277,0.02517867647111416,-0.16930195689201355,1510,1510,78.29318237304688,-0.001876974361948669
2170303.825,634016215,220.74,103151277,0.027927743270993233,-0.1675027459859848,1510,1510,78.28639221191406,-0.0019215166103094816
2170403.825,634016215,220.73,103151278,0.03366738185286522,-0.16410095989704132,1510,1510,78.2820816040039,-0.0019046383677050471
2170503.825,634016215,220.73,103151278,0.029438193887472153,-0.16867372393608093,1510,1510,78.28492736816406,-0.0018500654259696603
2170603.825,634016215,220.73,103151280,0.031867142766714096,-0.1651366651058197,1510,1510,78.27156066894531,-0.0017701250035315752
2170703.825,634016215,220.73,103151280,0.02142210863530636,-0.16514833271503448,1510,1510,78.24882507324219,-0.0018624444492161274
2170803.825,634016215,220.73,103151280,0.029795926064252853,-0.16316738724708557,1510,1510,78.23746490478516,-0.002000462496653199
2170903.825,634016215,220.73,103151280,0.02301918715238571,-0.1620716005563736,1510,1510,78.21453857421875,-0.0019463107455521822
2171003.825,634016215,220.73,103151283,0.028508493676781654,-0.16636286675930023,1510,1510,78.20250701904297,-0.002140321768820286
2171103.825,634016215,220.73,103151283,0.024188607931137085,-0.16231165826320648,1510,1510,78.2025146484375,-0.002238697838038206
2171203.825,634016215,220.74,103151284,0.025099042803049088,-0.16497790813446045,1510,1510,78.20601654052734,-0.0020262824837118387
2171303.825,634016215,220.74,103151284,0.02685522846877575,-0.1680196076631546,1510,1510,78.20540618896484,-0.0019056188175454736
2171403.825,634016216,220.74,103151285,0.030044902116060257,-0.16894036531448364,1510,1510,78.19535064697266,-0.0018129060044884682
2171503.825,634016216,220.74,103151285,0.031428948044776917,-0.16431133449077606,1510,1510,78.1904296875,-0.0023025069385766983
2171603.825,634016216,220.73,103151285,0.029694939032197,-0.15784454345703125,1510,1510,78.15148162841797,-0.0021816729567945004
2171703.825,634016216,220.73,103151285,0.02457897923886776,-0.1595594882965088,1510,1510,78.10787963867188,-0.0022568516433238983
2171803.825,634016216,220.73,103151287,0.030481163412332535,-0.16315606236457825,1510,1510,78.09172821044922,-0.0023628787603229284
2171903.825,634016216,220.73,103151287,0.023218072950839996,-0.16948285698890686,1510,1510,78.0518569946289,-0.001949869911186397
2172003.825,634016216,220.72,103151288,0.02513575181365013,-0.16082124412059784,1510,1510,78.02249908447266,-0.0023452274035662413
2172103.825,634016216,220.72,103151288,0.024231573566794395,-0.15941527485847473,1510,1510,78.02313232421875,-0.002089640824124217
2172203.825,634016217,220.72,103151289,0.03038865327835083,-0.16754047572612762,1510,1510,77.99097442626953,-0.0020789983682334423
