timestamp(ms),GPS.Lat,GPS.Alt,GPS.Lng,IMU.AccX,IMU.AccY,RCOU.C1,RCOU.C3,DCM.Yaw,IMU.GyrZ
3673262.886,634013689,222.98,103147794,0.033757057040929794,-0.16592398285865784,1510,1510,236.09255981445312,-0.004785244353115559
3673362.886,634013689,222.98,103147794,0.03454943001270294,-0.1639632284641266,1510,1510,236.0774688720703,-0.004587654024362564
3673462.886,634013688,222.98,103147792,0.03517499566078186,-0.16312557458877563,1510,1510,236.05242919921875,-0.004056144971400499
3673562.886,634013688,222.98,103147792,0.029860055074095726,-0.16090622544288635,1510,1510,236.0406494140625,-0.0039850398898124695
3673662.886,634013688,222.98,103147791,0.02888045832514763,-0.16058646142482758,1510,1510,236.03091430664062,-0.00371176446788013
3673762.886,634013688,222.98,103147791,0.028249995782971382,-0.159896582365036,1510,1510,235.99966430664062,-0.004035661928355694
3673862.886,634013688,222.98,103147788,0.02719670720398426,-0.1577545404434204,1510,1510,235.97967529296875,-0.004141570068895817
3673962.886,634013688,222.98,103147788,0.026685966178774834,-0.15518394112586975,1510,1510,235.9664306640625,-0.004450696054846048
3674062.886,634013688,222.98,103147787,0.03673329949378967,-0.16323070228099823,1510,1510,235.94113159179688,-0.004570674616843462
3674162.886,634013688,222.98,103147787,0.02881631627678871,-0.16181832551956177,1510,1510,235.90194702148438,-0.004778397269546986
3674262.886,634013687,222.98,103147784,0.030242057517170906,-0.16317850351333618,1510,1510,235.86480712890625,-0.004797251895070076
3674362.886,634013687,222.98,103147784,0.036141227930784225,-0.16594001650810242,1510,1510,235.84140014648438,-0.0045892102643847466
3674462.886,634013687,222.98,103147782,0.029709190130233765,-0.16369320452213287,1510,1510,235.8292999267578,-0.004477404523640871
3674562.886,634013687,222.98,103147782,0.03324258327484131,-0.1671367734670639,1510,1510,235.8104248046875,-0.00428878515958786
3674662.886,634013687,222.98,103147781,0.02709435671567917,-0.1587810218334198,1510,1510,235.78323364257812,-0.003747949143871665
3674762.886,634013687,222.98,103147781,0.033027440309524536,-0.15492799878120422,1510,1510,235.7659912109375,-0.003776712343096733
3674862.886,634013686,222.98,103147779,0.026087448000907898,-0.16087426245212555,1510,1510,235.76022338867188,-0.004229456651955843
3674962.886,634013686,222.98,103147779,0.022246479988098145,-0.15140299499034882,1510,1510,235.7497100830078,-0.004292596597224474
3675062.886,634013686,222.98,103147776,0.03344068303704262,-0.15889889001846313,1510,1510,235.7257080078125,-0.004368633031845093
3675162.886,634013686,222.98,103147776,0.03074519708752632,-0.16210652887821198,1510,1510,235.70555114746094,-0.004771586507558823
3675262.886,634013686,222.98,103147775,0.03535998612642288,-0.16736848652362823,1510,1510,235.69180297851562,-0.0043387808836996555
3675362.886,634013686,222.98,103147775,0.034548498690128326,-0.16496175527572632,1510,1510,235.660888671875,-0.0042766397818923
3675462.886,634013685,222.97,103147773,0.03331122174859047,-0.171296164393425,1510,1510,235.63905334472656,-0.004563463851809502
3675562.886,634013685,222.97,103147773,0.028597194701433182,-0.1519874632358551,1510,1510,235.62448120117188,-0.004520147107541561
3675662.886,634013686,222.98,103147771,0.029775520786643028,-0.15074953436851501,1510,1510,235.61097717285156,-0.004156320821493864
3675762.886,634013686,222.98,103147771,0.023295901715755463,-0.15556636452674866,1510,1510,235.57603454589844,-0.003854438429698348
3675862.886,634013685,222.98,103147769,0.02951746992766857,-0.1528359055519104,1510,1510,235.5524444580078,-0.0036382186226546764
3675962.886,634013685,222.98,103147769,0.034470099955797195,-0.16163557767868042,1510,1510,235.53543090820312,-0.0032794347498565912
3676062.886,634013685,222.98,103147767,0.033709846436977386,-0.16419166326522827,1510,1510,235.51995849609375,-0.004061485640704632
3676162.886,634013685,222.98,103147767,0.034640710800886154,-0.16623669862747192,1510,1510,235.49771118164062,-0.004877124913036823
3676262.886,634013685,222.98,103147765,0.030789563432335854,-0.17016887664794922,1510,1510,235.48110961914062,-0.0050410195253789425
3676362.886,634013685,222.98,103147765,0.028240498155355453,-0.16699719429016113,1510,1510,235.49388122558594,-0.004921673331409693
3676462.886,634013684,222.97,103147763,0.027272064238786697,-0.167284294962883,1510,1510,235.50927734375,-0.004460513591766357
3676562.886,634013684,222.97,103147763,0.03712693229317665,-0.16627724468708038,1510,1510,235.51336669921875,-0.004308513831347227
3676662.886,634013684,222.97,103147762,0.02953949198126793,-0.16622810065746307,1510,1510,235.51162719726562,-0.0039286138489842415
3676762.886,634013684,222.97,103147762,0.03628545254468918,-0.15436899662017822,1510,1510,235.5023193359375,-0.0040603759698569775
3676862.886,634013684,222.98,103147760,0.025016745552420616,-0.15403364598751068,1510,1510,235.5026397705078,-0.004226881079375744
3676962.886,634013684,222.98,103147760,0.030870985239744186,-0.15097178518772125,1510,1510,235.5014190673828,-0.004286531358957291
3677062.886,634013683,222.98,103147758,0.029559262096881866,-0.1473398506641388,1510,1510,235.45925903320312,-0.00438096234574914
3677162.886,634013683,222.98,103147758,0.024703841656446457,-0.15836045145988464,1510,1510,235.43276977539062,-0.004347345791757107
3677262.886,634013683,222.98,103147757,0.03301824629306793,-0.16053950786590576,1510,1510,235.42059326171875,-0.004710739012807608
