timestamp(ms),GPS.Lat,GPS.Alt,GPS.Lng,IMU.AccX,IMU.AccY,RCOU.C1,RCOU.C3,DCM.Yaw,IMU.GyrZ
3322622.855,634014506,220.1,103149344,0.027995597571134567,-0.16474375128746033,1510,1510,117.05193328857422,0.007201207801699638
3322722.855,634014506,220.1,103149344,0.028243551030755043,-0.16328147053718567,1510,1510,117.11932373046875,0.007327716331928968
3322822.855,634014506,220.11,103149342,0.03377244621515274,-0.16084474325180054,1510,1510,117.18326568603516,0.007446999661624432
3322922.855,634014506,220.11,103149342,0.03263413533568382,-0.16912102699279785,1510,1510,117.21481323242188,0.006666114553809166
3323022.855,634014507,220.11,103149342,0.03546731919050217,-0.1650393307209015,1510,1510,117.22653198242188,0.006512875203043222
3323122.855,634014507,220.11,103149342,0.0343269407749176,-0.16848401725292206,1510,1510,117.24141693115234,0.006413091905415058
3323222.855,634014508,220.1,103149340,0.030526069924235344,-0.16361944377422333,1510,1510,117.2708740234375,0.0069516003131866455
3323322.855,634014508,220.1,103149340,0.022697146981954575,-0.16554296016693115,1510,1510,117.29793548583984,0.00727270869538188
3323422.855,634014507,220.09,103149339,0.03440134972333908,-0.1657785326242447,1510,1510,117.33365631103516,0.007482724729925394
3323522.855,634014507,220.09,103149339,0.04340241476893425,-0.1671777218580246,1510,1510,117.3844985961914,0.007711462676525116
3323622.855,634014508,220.09,103149338,0.032441068440675735,-0.15984222292900085,1510,1510,117.42595672607422,0.007105889264494181
3323722.855,634014508,220.09,103149338,0.030289707705378532,-0.15786519646644592,1510,1510,117.4505844116211,0.006398409139364958
3323822.855,634014508,220.08,103149337,0.019407933577895164,-0.16499492526054382,1510,1510,117.48357391357422,0.00639352248981595
3323922.855,634014508,220.08,103149337,0.02982466109097004,-0.16425812244415283,1510,1510,117.52873992919922,0.0067095523700118065
3324022.855,634014509,220.08,103149335,0.02879166789352894,-0.16207623481750488,1510,1510,117.57634735107422,0.007259192876517773
3324122.855,634014509,220.08,103149335,0.028593456372618675,-0.1642269641160965,1510,1510,117.60738372802734,0.007430110592395067
3324222.855,634014510,220.08,103149336,0.03815729171037674,-0.16684773564338684,1510,1510,117.64305877685547,0.007376089226454496
3324322.855,634014510,220.08,103149336,0.036411482840776443,-0.1706484854221344,1510,1510,117.68266296386719,0.007175130769610405
3324422.855,634014510,220.09,103149334,0.03750958666205406,-0.16518622636795044,1510,1510,117.71419525146484,0.006749024149030447
3324522.855,634014510,220.09,103149334,0.027728261426091194,-0.16454806923866272,1510,1510,117.74295806884766,0.0067095765843987465
3324622.855,634014510,220.09,103149332,0.022700117900967598,-0.1643265187740326,1510,1510,117.7768783569336,0.007149588316679001
3324722.855,634014510,220.09,103149332,0.029976049438118935,-0.1612640917301178,1510,1510,117.82283020019531,0.007356805726885796
3324822.855,634014511,220.1,103149330,0.031535688787698746,-0.15807315707206726,1510,1510,117.85750579833984,0.007334074005484581
3324922.855,634014511,220.1,103149330,0.03523748368024826,-0.16980022192001343,1510,1510,117.88688659667969,0.007260424550622702
3325022.855,634014511,220.09,103149329,0.031086672097444534,-0.16347205638885498,1510,1510,117.90788269042969,0.0069834403693675995
3325122.855,634014511,220.09,103149329,0.03543303906917572,-0.1737450361251831,1510,1510,117.94683074951172,0.006744032725691795
3325222.855,634014511,220.09,103149328,0.027783112600445747,-0.1651231050491333,1510,1510,117.9886703491211,0.006709475535899401
3325322.855,634014511,220.09,103149328,0.02487574890255928,-0.16069145500659943,1510,1510,118.03517150878906,0.007093230728060007
