timestamp(ms),GPS.Lat,GPS.Alt,GPS.Lng,IMU.AccX,IMU.AccY,RCOU.C1,RCOU.C3,DCM.Yaw,IMU.GyrZ
2979363.748,634015633,218.85,103152754,0.019638201221823692,-0.15717951953411102,1510,1510,55.908775329589844,-0.005887584760785103
2979463.748,634015633,218.86,103152755,0.019823048263788223,-0.1584574431180954,1510,1510,55.88197326660156,-0.005295069422572851
2979563.748,634015633,218.86,103152755,0.03184036538004875,-0.16432297229766846,1510,1510,55.83302307128906,-0.004815832711756229
2979663.748,634015633,218.86,103152754,0.02735445834696293,-0.17095838487148285,1510,1510,55.78605651855469,-0.005247322842478752
2979763.748,634015633,218.86,103152754,0.03022082895040512,-0.16784259676933289,1510,1510,55.72771453857422,-0.0055093830451369286
2979863.748,634015632,218.86,103152753,0.026589563116431236,-0.16590091586112976,1510,1510,55.70701217651367,-0.005192641168832779
2979963.748,634015632,218.86,103152753,0.03190120682120323,-0.16670814156532288,1510,1510,55.70256805419922,-0.0053734006360173225
2980063.748,634015632,218.86,103152754,0.033728018403053284,-0.16231544315814972,1510,1510,55.68431091308594,-0.005909468047320843
2980163.748,634015632,218.86,103152754,0.026001987978816032,-0.16505376994609833,1510,1510,55.63422393798828,-0.005967619828879833
2980263.748,634015632,218.86,103152754,0.019762376323342323,-0.16780364513397217,1510,1510,55.58427047729492,-0.005367504898458719
2980363.748,634015632,218.86,103152754,0.024214712902903557,-0.16599532961845398,1510,1510,55.547908782958984,-0.004277283325791359
2980463.748,634015632,218.86,103152754,0.031664520502090454,-0.16869698464870453,1510,1510,55.51897048950195,-0.004661951679736376
2980563.748,634015632,218.86,103152754,0.027645977213978767,-0.1673072725534439,1510,1510,55.4731330871582,-0.005986331962049007
2980663.748,634015632,218.86,103152754,0.028774624690413475,-0.17047643661499023,1510,1510,55.39958190917969,-0.006656155455857515
2980763.748,634015632,218.86,103152754,0.023240147158503532,-0.1653003990650177,1510,1510,55.36515808105469,-0.006254739128053188
2980863.748,634015631,218.86,103152754,0.02669721655547619,-0.16532912850379944,1510,1510,55.29788589477539,-0.004896150901913643
2980963.748,634015631,218.86,103152754,0.036875613033771515,-0.15726172924041748,1510,1510,55.262149810791016,-0.004268126096576452
2981063.748,634015632,218.86,103152754,0.030922263860702515,-0.16987024247646332,1510,1510,55.21928405761719,-0.0054651787504553795
2981163.748,634015632,218.86,103152754,0.029316842555999756,-0.1719205230474472,1510,1510,55.20905303955078,-0.006150177679955959
2981263.748,634015631,218.86,103152753,0.027706380933523178,-0.16569235920906067,1510,1510,55.177879333496094,-0.006290939636528492
2981363.748,634015631,218.86,103152753,0.02767793834209442,-0.16092297434806824,1510,1510,55.1488151550293,-0.005901065189391375
2981463.748,634015631,218.85,103152753,0.021856315433979034,-0.16027864813804626,1510,1510,55.11592102050781,-0.0052728960290551186
2981563.748,634015631,218.85,103152753,0.028577197343111038,-0.16248856484889984,1510,1510,55.10450744628906,-0.005833371542394161
2981663.748,634015631,218.86,103152753,0.028285877779126167,-0.16106534004211426,1510,1510,55.080841064453125,-0.00582679221406579
2981763.748,634015631,218.86,103152753,0.033775683492422104,-0.16597335040569305,1510,1510,55.03047561645508,-0.005385826341807842
2981863.748,634015631,218.85,103152753,0.028631970286369324,-0.16185075044631958,1510,1510,55.00534439086914,-0.00499224616214633
2981963.748,634015631,218.85,103152753,0.0371195524930954,-0.16906873881816864,1510,1510,54.97013854980469,-0.005636171437799931
2982063.748,634015631,218.85,103152753,0.029124941676855087,-0.17176800966262817,1510,1510,54.947200775146484,-0.006609694100916386
2982163.748,634015631,218.85,103152753,0.02469014935195446,-0.16266968846321106,1510,1510,54.955806732177734,-0.006235748995095491
2982263.748,634015631,218.85,103152753,0.024983450770378113,-0.16596868634223938,1510,1510,54.921058654785156,-0.00537444930523634
2982363.748,634015631,218.85,103152753,0.02987806871533394,-0.16889943182468414,1510,1510,54.87545394897461,-0.005240058060735464
2982463.748,634015630,218.85,103152753,0.030963266268372536,-0.16211268305778503,1510,1510,54.833492279052734,-0.005643029697239399
2982563.748,634015630,218.85,103152753,0.031647153198719025,-0.16756366193294525,1510,1510,54.79177474975586,-0.006036913022398949
2982663.748,634015630,218.85,103152753,0.029112519696354866,-0.16449692845344543,1510,1510,54.743507385253906,-0.006073144264519215
2982763.748,634015630,218.85,103152753,0.026583442464470863,-0.1595933735370636,1510,1510,54.722476959228516,-0.005648188758641481
2982863.748,634015631,218.84,103152753,0.02965134009718895,-0.1705159842967987,1510,1510,54.688087463378906,-0.0059894900768995285
2982963.748,634015631,218.84,103152753,0.026890970766544342,-0.1682707965373993,1510,1510,54.63549041748047,-0.006060118321329355
2983063.748,634015631,218.85,103152754,0.02415316365659237,-0.17192095518112183,1510,1510,54.61414337158203,-0.005930442828685045
2983163.748,634015631,218.85,103152754,0.02583405189216137,-0.16832852363586426,1510,1510,54.556480407714844,-0.005440264940261841
