timestamp(ms),RCIN.C1,RCIN.C3,GPS.Lat,GPS.Alt,GPS.Lng,IMU.AccX,IMU.AccY,DCM.Yaw,IMU.GyrZ
3472142.829,1484,1470,634016282,219.58,103159020,0.0036135544069111347,-0.17085562646389008,63.26214599609375,-0.013217277824878693
3472242.829,1484,1470,634016283,219.58,103159019,0.008982118219137192,-0.16961070895195007,63.18745040893555,-0.013797832652926445
3472342.829,1484,1470,634016283,219.58,103159019,0.014162002131342888,-0.1729280650615692,63.09798049926758,-0.014318844303488731
3472442.829,1484,1470,634016282,219.58,103159018,0.03422697260975838,-0.15469099581241608,63.01103973388672,-0.014936714433133602
3472542.829,1484,1470,634016282,219.58,103159018,0.04960188269615173,-0.15600264072418213,62.918216705322266,-0.015234655700623989
3472642.829,1484,1470,634016282,219.57,103159017,0.052007436752319336,-0.1602824330329895,62.8421630859375,-0.014840729534626007
3472742.829,1484,1470,634016282,219.57,103159017,0.04859760031104088,-0.1669187843799591,62.76023483276367,-0.01418075431138277
3472842.829,1484,1470,634016282,219.57,103159016,0.03613483905792236,-0.17106127738952637,62.68239212036133,-0.013137055560946465
3472942.829,1484,1470,634016282,219.57,103159016,0.019598521292209625,-0.1702292561531067,62.58161926269531,-0.01306577492505312
3473042.829,1484,1470,634016282,219.57,103159015,0.015665225684642792,-0.16628897190093994,62.49238967895508,-0.013167353346943855
3473142.829,1484,1470,634016282,219.57,103159015,0.014796934090554714,-0.16115574538707733,62.413719177246094,-0.01344586443156004
3473242.829,1484,1470,634016282,219.56,103159014,0.020145215094089508,-0.15489347279071808,62.320465087890625,-0.013880770653486252
3473342.829,1484,1470,634016282,219.56,103159014,0.026992052793502808,-0.16268180310726166,62.23444747924805,-0.013762842863798141
3473442.829,1484,1470,634016282,219.56,103159014,0.03926011547446251,-0.1620497852563858,62.134132385253906,-0.01318651158362627
3473542.829,1484,1470,634016282,219.56,103159014,0.040269315242767334,-0.1592305600643158,62.042510986328125,-0.012498937547206879
3473642.829,1484,1470,634016281,219.56,103159013,0.04543164372444153,-0.1710033416748047,61.94902038574219,-0.012561067938804626
3473742.829,1484,1470,634016281,219.56,103159013,0.03229847550392151,-0.16756494343280792,61.86144256591797,-0.013024267740547657
3473842.829,1484,1470,634016282,219.56,103159013,0.02559911645948887,-0.16801908612251282,61.7778205871582,-0.013150322251021862
3473942.829,1484,1470,634016282,219.56,103159013,0.01923588663339615,-0.1547275185585022,61.69639205932617,-0.012163830921053886
3474042.829,1484,1470,634016281,219.56,103159012,0.011467564851045609,-0.15168333053588867,61.64864730834961,-0.011624395847320557
3474142.829,1484,1470,634016281,219.56,103159012,0.020575203001499176,-0.15499922633171082,61.56724548339844,-0.011603864841163158
3474242.829,1484,1470,634016281,219.56,103159011,0.030429590493440628,-0.16362103819847107,61.47466278076172,-0.011851580813527107
3474342.829,1484,1470,634016281,219.56,103159011,0.04323628544807434,-0.15624700486660004,61.397544860839844,-0.012062628753483295
3474442.829,1484,1470,634016281,219.55,103159011,0.05362192541360855,-0.16917242109775543,61.33231735229492,-0.01192585751414299
3474542.829,1484,1470,634016281,219.55,103159011,0.04152092710137367,-0.17153657972812653,61.20824432373047,-0.012138290330767632
3474642.829,1484,1470,634016281,219.55,103159010,0.03201894834637642,-0.16801688075065613,61.10944747924805,-0.01205663662403822
3474742.829,1484,1470,634016281,219.55,103159010,0.012845313176512718,-0.16209480166435242,60.99933624267578,-0.01130045484751463
3474842.829,1484,1470,634016281,219.56,103159009,-0.0009171251440420747,-0.15808206796646118,60.94541931152344,-0.010184848681092262
3474942.829,1484,1470,634016281,219.56,103159009,0.01074947789311409,-0.15942096710205078,60.88401794433594,-0.009276065975427628
3475042.829,1484,1470,634016281,219.56,103159008,0.026029517874121666,-0.16198326647281647,60.84129333496094,-0.009632784873247147
3475142.829,1484,1470,634016281,219.56,103159008,0.04895230382680893,-0.15961845219135284,60.774131774902344,-0.010117590427398682
3475242.829,1484,1470,634016281,219.55,103159007,0.05726059153676033,-0.16379322111606598,60.7201042175293,-0.010292978957295418
3475342.829,1484,1472,634016281,219.55,103159007,0.05238714441657066,-0.16248229146003723,60.62751388549805,-0.010318147018551826
3475442.829,1484,1472,634016281,219.55,103159006,0.03950069099664688,-0.16349820792675018,60.546966552734375,-0.010801391676068306
3475542.829,1484,1472,634016281,219.55,103159006,0.018855229020118713,-0.16713252663612366,60.48225784301758,-0.010373646393418312
3475642.829,1484,1472,634016280,219.55,103159006,0.007976565510034561,-0.166911318898201,60.44960403442383,-0.009956961497664452
3475742.829,1482,1472,634016280,219.55,103159006,-0.0029169837944209576,-0.15702930092811584,60.431182861328125,-0.008711693808436394
3475842.829,1482,1472,634016280,219.55,103159005,0.018521040678024292,-0.16203966736793518,60.344661712646484,-0.008189327083528042
