timestamp(ms),RCIN.C1,RCIN.C3,GPS.Lat,GPS.Alt,GPS.Lng,IMU.AccX,IMU.AccY,DCM.Yaw,IMU.GyrZ
4805022.794,1489,1479,634015942,217.89,103157211,0.04084490239620209,-0.16406568884849548,252.67257690429688,0.004135709721595049
4805122.794,1489,1479,634015942,217.89,103157211,0.03172094374895096,-0.16216042637825012,252.72122192382812,0.004355173092335463
4805222.794,1489,1479,634015942,217.88,103157211,0.025434261187911034,-0.16462188959121704,252.76490783691406,0.003994280938059092
4805322.794,1489,1479,634015942,217.88,103157211,0.01636270247399807,-0.15930955111980438,252.81103515625,0.004097307100892067
4805422.794,1489,1479,634015943,217.89,103157213,0.025480324402451515,-0.1455649733543396,252.83702087402344,0.0043822284787893295
4805522.794,1489,1479,634015943,217.89,103157213,0.033839717507362366,-0.15613529086112976,252.87644958496094,0.004718305543065071
4805622.794,1489,1479,634015943,217.89,103157213,0.039502158761024475,-0.16263309121131897,252.90554809570312,0.004218112211674452
4805722.794,1489,1479,634015944,217.88,103157215,0.04146822914481163,-0.16477233171463013,252.92919921875,0.0034384173341095448
4805822.794,1489,1479,634015945,217.88,103157216,0.04053005576133728,-0.16634972393512726,252.94345092773438,0.003700174391269684
4805922.794,1489,1479,634015945,217.88,103157216,0.03704988211393356,-0.1637602299451828,252.96563720703125,0.004215855151414871
4806022.794,1489,1479,634015945,217.88,103157216,0.029609324410557747,-0.15376131236553192,253.0028839111328,0.004728306084871292
4806122.794,1489,1479,634015945,217.87,103157218,0.0254066064953804,-0.16006925702095032,253.02706909179688,0.004355772398412228
4806222.794,1489,1479,634015945,217.87,103157219,0.028589872643351555,-0.16453145444393158,253.06854248046875,0.003969276323914528
4806322.794,1489,1479,634015945,217.87,103157219,0.024365879595279694,-0.15757602453231812,253.10414123535156,0.004150447901338339
4806422.794,1489,1479,634015945,217.87,103157219,0.042607977986335754,-0.162894606590271,253.15594482421875,0.004725892096757889
4806522.794,1489,1479,634015945,217.87,103157220,0.02751513570547104,-0.16158203780651093,253.19384765625,0.004931180737912655
4806622.794,1489,1479,634015945,217.87,103157220,0.04197147488594055,-0.15526029467582703,253.20291137695312,0.00430819159373641
4806722.794,1489,1479,634015946,217.88,103157222,0.03143574297428131,-0.15992824733257294,253.23751831054688,0.0038363339845091105
4806822.794,1489,1479,634015945,217.87,103157223,0.030869927257299423,-0.16132418811321259,253.29539489746094,0.004066819790750742
4806922.794,1489,1479,634015945,217.87,103157223,0.0253974087536335,-0.16397355496883392,253.34263610839844,0.005061233416199684
4807022.794,1489,1479,634015946,217.87,103157224,0.03599052131175995,-0.1585094928741455,253.396240234375,0.0052408380433917046
4807122.794,1489,1479,634015946,217.87,103157224,0.029938984662294388,-0.16169992089271545,253.43972778320312,0.0046917591243982315
4807222.794,1489,1479,634015945,217.86,103157227,0.03709281608462334,-0.158406600356102,253.47486877441406,0.004357530735433102
4807322.794,1489,1479,634015945,217.86,103157227,0.036914974451065063,-0.15166498720645905,253.51507568359375,0.004669089801609516
4807422.794,1489,1479,634015945,217.86,103157228,0.03741997480392456,-0.15669916570186615,253.54708862304688,0.005129985511302948
4807522.794,1489,1480,634015945,217.86,103157228,0.031650036573410034,-0.15756316483020782,253.59133911132812,0.004461733158677816
4807622.794,1489,1480,634015945,217.86,103157228,0.029552673920989037,-0.1656068116426468,253.63125610351562,0.003928226884454489
4807722.794,1489,1481,634015945,217.84,103157229,0.027675509452819824,-0.1692819893360138,253.65567016601562,0.0046610161662101746
4807822.794,1489,1493,634015945,217.84,103157229,0.03770236670970917,-0.1650499403476715,253.66494750976562,0.00542196910828352
4807922.794,1489,1500,634015945,217.83,103157230,0.0297099556773901,-0.15944162011146545,253.71743774414062,0.005425012670457363
4808022.794,1489,1500,634015945,217.83,103157230,0.040266361087560654,-0.1581031233072281,253.7563934326172,0.004882363602519035
4808122.794,1489,1500,634015945,217.82,103157230,0.030592476949095726,-0.16519209742546082,253.80160522460938,0.004547221586108208
4808222.794,1489,1500,634015945,217.82,103157231,0.03324268385767937,-0.1561012715101242,253.85910034179688,0.004738262854516506
4808322.794,1489,1506,634015945,217.82,103157231,0.03301422670483589,-0.1612875759601593,253.90267944335938,0.005014478228986263
4808422.794,1489,1510,634015945,217.82,103157231,0.032767049968242645,-0.1538807451725006,253.96279907226562,0.005574128590524197
4808522.794,1489,1515,634015944,217.8,103157232,0.033466488122940063,-0.15421627461910248,253.99740600585938,0.00526466267183423
4808622.794,1489,1518,634015944,217.8,103157232,0.029837727546691895,-0.16178679466247559,254.01806640625,0.004514049738645554
4808722.794,1488,1520,634015944,217.8,103157233,0.02993675135076046,-0.16516101360321045,254.05653381347656,0.004615985322743654
4808822.794,1488,1525,634015944,217.8,103157233,0.03142131119966507,-0.16542553901672363,254.09393310546875,0.005120099522173405
4808922.794,1488,1526,634015944,217.79,103157234,0.03688237443566322,-0.1638273000717163,254.15963745117188,0.005406782031059265
4809022.794,1488,1530,634015944,217.79,103157234,0.028994018211960793,-0.15938860177993774,254.1861572265625,0.005465404130518436
4809122.794,1488,1792,634015945,217.78,103157236,0.11209098994731903,-0.15184512734413147,254.21395874023438,0.0054107243195176125
4809222.794,1488,1900,634015945,217.78,103157236,0.5384690761566162,-0.14553005993366241,254.27493286132812,0.003248239401727915
4809322.794,1488,1900,634015945,217.78,103157235,0.6520319581031799,-0.14175894856452942,254.36474609375,0.004555620718747377
4809422.794,1488,1900,634015945,217.78,103157235,1.8195419311523438,-0.16160407662391663,254.4105224609375,0.004003310576081276
